LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE
73305793,10/23/24,,14 Quincy Street,3,,High School,840000,849900,849900,2000,,11/11/24,10/28/24
73305791,10/23/24,,9 Nancy Dr,3,,,380000,399900,405000,1248,Rutland Center,11/28/24,11/13/24
73305789,10/23/24,,39 Pine Cliff Road,2,,,360000,325000,325000,638,,11/11/24,10/29/24
73305785,10/23/24,,903 Ridgefield Cir U:A,2,,Clinton High,450000,445000,445000,1264,,10/31/24,10/31/24
73305781,10/23/24,,62 Coal Kiln rd,4,,Mt. Wachusett,626000,625999,625999,2561,,11/9/24,11/9/24
73305780,10/23/24,,466 Front Street,3,,Weymouth,561500,515000,515000,1355,,11/7/24,10/28/24
73305775,10/23/24,,13 Birchmont St,5,,,615000,599900,599900,2160,,11/5/24,10/28/24
73305772,10/23/24,,1 Pier 8 U:C-16,1,,,357500,364900,374900,768,,12/7/24,11/30/24
73305769,10/23/24,,14 Sanford U:22,2,,Medway HS,521000,470000,470000,1030,,10/29/24,10/29/24
73305768,10/23/24,,90 Harbor St,3,,NMRHS,577000,499000,499000,2087,,11/11/24,10/28/24
73305766,10/23/24,,73 Adams St,4,,,860000,848000,899000,1570,,11/20/24,11/8/24
73305759,10/23/24,,109 Gray Street,4,,Arlington High,1575000,1390000,1390000,2651,,11/1/24,10/29/24
73305758,10/23/24,2,17-19 Keenan St,5,,,1125000,975000,975000,2702,,11/11/24,10/29/24
73305757,10/23/24,,26 Edmund Corrigan Rd,3,,,450000,443900,443900,912,,11/15/24,10/31/24
73305756,10/23/24,,15 Caspar St,3,,North,468000,400000,400000,1592,,11/11/24,10/29/24
73305755,10/23/24,,5 Majestic Way U:5,1,,Salem High,417000,434900,439900,1049,,11/29/24,11/29/24
73305749,10/23/24,,47 Harvard St U:B403,2,,,1355000,1195000,1195000,1219,,11/1/24,10/28/24
73305748,10/23/24,,9 Haddow Road,2,,,509200,599900,599900,854,,12/15/24,12/15/24
73305745,10/23/24,,261 Emmett St,4,,,445000,449000,449000,1734,Maplewood,12/2/24,11/23/24
73305744,10/23/24,,15 Cottage Park U:15,2,,,545000,545000,545000,810,,11/14/24,11/3/24
73305742,10/23/24,3,4 Lovett St,5,,,925000,775000,775000,2808,,10/29/24,10/29/24
73305741,4/10/24,,43 Stillman Street U:2,3,,,2600000,2725000,2725000,1924,,4/12/24,4/22/24
73305740,10/23/24,3,13-19 South Street,9,,,310000,379000,379000,3060,,1/8/25,1/8/25
73305734,10/23/24,,320 Middlesex Ave U:B108,2,,,825000,850000,850000,1362,,12/1/24,11/15/24
73305733,10/23/24,,183 Fuller Street U:1,3,,,799000,799000,799000,1563,,10/29/24,10/23/24
73305731,10/23/24,,86 Pin Oak Way,3,,,1500000,1500000,1500000,1838,,10/26/24,10/26/24
73305728,10/23/24,,21 Acorn Dr,3,,,594000,599900,599900,2448,,11/16/24,11/2/24
73305726,10/22/24,,5 Woodside Dr,3,,Grafton HS,550000,499900,499900,2319,,10/29/24,10/29/24
73305724,10/23/24,,392 Hilldale Ave,4,,,375000,374900,374900,1481,,11/10/24,10/28/24
73305723,10/23/24,,26 Norval Ave,3,,,365000,360000,360000,1394,,11/18/24,11/5/24
73305720,10/23/24,,809 Boston Post Rd U:B,3,,Weston HS,1195000,1195000,1195000,3200,,11/19/24,11/4/24
73305719,10/23/24,,23 E. Center St.,3,,,925000,765000,765000,2216,,11/12/24,10/28/24
73305718,10/23/24,,18 Morrison Rd  W,4,,WMHS,880000,799900,799900,2301,,10/29/24,10/29/24
73305717,10/30/24,,9 Doane Ave,3,,Beverly,620000,623000,623000,1836,,12/8/24,11/25/24
73305716,10/23/24,,15 Carrlyn Rd,4,,,545000,545000,569900,2040,,11/29/24,11/29/24
73305715,10/23/24,,33 Maple St,3,,Silver Lake,604033,599000,625000,1461,,11/22/24,11/8/24
73305714,10/23/24,,3 Kathryn Lane,3,,WHRHS,725000,659900,659900,1968,Kathryn Estates,10/29/24,10/29/24
73305713,10/23/24,,38 P Street U:2,2,,,924900,924900,949500,996,,12/3/24,12/3/24
73305711,10/23/24,,61 OCallaghan Way,4,,Classical,615000,549995,549995,1294,,11/2/24,10/28/24
73305709,10/23/24,,49 Duclos Dr,4,,,370000,355000,355000,1792,,11/1/24,10/24/24
73305708,10/23/24,,106 Great Neck Rd,3,,,465000,459900,459900,1530,,10/29/24,10/29/24
73305705,10/23/24,,118 Albemarle Rd,3,,Norwood High,849000,849000,849000,1659,,11/6/24,11/6/24
73305704,10/23/24,,7 Greenough Ave U:7,5,,,1950000,1950000,1950000,2546,,11/11/24,10/28/24
73305702,10/23/24,,111 Pilgrim Rd,4,,WHS,2085000,1795000,1795000,2903,,11/1/24,10/28/24
73305699,10/23/24,,55 Carl St,2,,Newton South,988000,988000,974000,1710,Newton Highlands,11/12/24,11/4/24
73305698,10/23/24,,24 Barrows Street U:D,2,,,399000,379000,379000,1051,,10/29/24,10/29/24
73305697,10/23/24,,81 Oak St,3,,,599000,599000,599000,1792,,11/12/24,10/29/24
73305695,10/23/24,,1769 Commonwealth Ave,4,,Newton North,1900000,1898000,2200000,3126,Auburndale,12/9/24,12/9/24
73305693,10/27/24,3,5 Atwood Ave,6,,,955000,949000,949000,4301,,11/7/24,11/7/24
73305691,10/23/24,,173 Jefferson St.,3,,Dedham High,815000,779000,779000,1438,Endicott,11/1/24,10/28/24
73305690,10/27/24,3,1360 Washington,7,,,1080000,999000,999000,4304,,11/4/24,11/4/24
73305689,10/23/24,,24 Woodland Road,4,,,1115000,1099000,1099000,3081,,12/28/24,12/14/24
73305688,10/23/24,,241 Neponset Valley Parkway U:241,4,,,899000,899000,899000,2151,,10/28/24,10/28/24
73305687,10/23/24,,14 Galleon Dr,3,,,585000,595000,615000,1536,Ocean Air Estates,11/21/24,11/21/24
73305684,10/20/24,,74 Ocean Ave,3,,,770000,757000,757000,1592,Bass River,11/6/24,10/21/24
73305682,10/23/24,,83 Kendall Ln,3,,,770000,749000,749000,1861,,10/29/24,10/24/24
73305677,10/23/24,,69 Derry Rd,4,,Methuen High,562500,575000,599900,1770,,11/18/24,11/12/24
73305676,10/23/24,,3 Millstone Drive,4,,,920000,925000,975000,2354,,11/26/24,11/26/24
73305674,10/23/24,,1302 Magnolia U:1302,2,,Wayland,1055000,1065000,1065000,3076,,10/27/24,10/27/24
73305671,10/23/24,,1209 Mass Ave U:1209,3,,,526000,524900,524900,1632,,11/19/24,11/5/24
73305669,10/23/24,,79 Ivy Lane,3,,NB High,465000,445000,445000,1040,,11/12/24,10/30/24
73305668,10/23/24,,64 VALLARO ROAD,4,,,781000,759900,759900,1732,Readville,10/31/24,10/28/24
73305666,10/23/24,,100 Rogers St U:1,2,,,312000,299900,299900,948,,11/8/24,10/28/24
73305664,10/23/24,,160 Fremont St U:241,1,,,264000,269900,269900,1024,,11/7/24,10/29/24
73305663,10/23/24,,8 Upton Road,3,,,735000,689900,689900,1720,,11/11/24,10/28/24
73305661,10/23/24,,78 New St,3,,,575000,590000,590000,2030,,11/5/24,11/5/24
73305660,10/23/24,,100 Woodbine Circle,3,,Needham High,1030000,990000,990000,1796,,11/10/24,10/26/24
73305659,10/23/24,,28 Nashua St,3,,,475000,479000,519000,1692,,1/27/25,1/12/25
73305658,10/23/24,4,33 Greenbrier St,10,,BPS,1215000,1250000,1250000,4075,,10/29/24,10/29/24
73305657,10/23/24,,20 Pinewood Ave,2,,Lincoln-Sudbury,610000,615000,615000,1518,Pine Lakes,11/13/24,11/2/24
73305655,10/23/24,,153 Vega Rd,3,,,679000,679000,699900,2228,,11/17/24,11/3/24
73305653,10/23/24,,1755 Plymouth St,3,,,520000,519900,519900,1182,,11/1/24,10/26/24
73305650,10/23/24,,50 Beacon Street,4,,Public,1275000,1480000,1598000,2206,,12/26/24,12/12/24
73305648,10/23/24,,10 Mill Rd,3,,,475000,479000,479000,864,,10/24/24,10/24/24
73305646,10/23/24,,53 Colonial Cir U:D,1,,,165000,155000,155000,735,,11/17/24,11/4/24
73305644,10/23/24,,308 Lake Ave,3,,North,515000,540000,540000,2044,,11/8/24,11/8/24
73305641,10/23/24,3,88 Central St,6,,Newton South,1200000,1295000,1295000,3434,,11/15/24,11/6/24
73305637,10/23/24,,235 Brickett Hill Circle U:235,2,,Haverhill H. S.,485000,459000,459000,2050,,11/7/24,11/7/24
73305636,10/23/24,,48 Westmoor Road,4,,BPS/Private,791500,775000,775000,2060,West Roxbury,11/6/24,10/29/24
73305632,10/23/24,,45 Norwood St,3,,,565000,550000,550000,1702,,11/7/24,10/29/24
73305630,10/23/24,,175 Woodburn Dr,3,,,560000,560000,560000,1734,,11/19/24,11/4/24
73305628,10/23/24,,24 Bernard Avenue,3,,Pittsfield,273000,279450,279450,1216,,11/13/24,10/31/24
73305627,10/23/24,,23 Thayer Pond Drive U:6,3,,,330000,320000,320000,1264,,11/12/24,10/29/24
73305625,10/23/24,,171 Coventry Ln,3,,Longmeadow,530000,512000,512000,2158,Blueberry Hill,11/7/24,10/24/24
73305619,10/23/24,,19 Reed Farm Rd,4,,,689999,689999,689999,2207,,11/13/24,10/29/24
73305618,10/23/24,,408 Wellman Ave U:408,2,,,407000,429000,429000,1596,,11/19/24,11/7/24
73305617,10/23/24,,1 Commodore Ct U:505,2,,Hull,550000,540000,540000,1587,,11/5/24,10/28/24
73305615,10/23/24,2,50-52 Grant Ave,4,,,605000,599900,599900,2740,,11/11/24,10/28/24
73305614,10/23/24,,55 Littleton Rd U:11B,2,,Ayer Shirley HS,368000,380000,380000,1080,,11/13/24,10/30/24
73305613,10/23/24,,11 Eaton Street,2,,OakmontMtyTech,368600,379900,379900,820,,11/27/24,11/13/24
73305612,10/23/24,,100 Kimball Street,3,,Malden,785000,785000,785000,1734,,11/11/24,10/28/24
73305610,10/23/24,,9 Howe Ave,3,,,531100,499000,499000,1568,,11/13/24,10/28/24
73305606,10/23/24,,325 E Eagle St U:3,2,,,460000,449000,449000,828,,11/6/24,11/6/24
73305603,10/23/24,,11 Fagan St,3,,,470000,459900,459900,1502,,11/10/24,10/28/24
73305602,10/23/24,,426 John Mahar Hwy U:202,1,,,489000,489000,489000,986,,11/7/24,10/28/24
73305596,10/23/24,,123 Auburn Street U:2,4,,,1400000,1425000,1425000,2469,,11/4/24,11/4/24
73305595,10/23/24,,161 Steiger Dr,4,,,475000,464900,464900,2080,,11/21/24,11/21/24
73305591,10/23/24,,309 whitney st,3,,,675000,675000,675000,1900,,11/6/24,10/31/24
73305590,10/23/24,,166 Fuller Street U:2,3,,Brookline High,970000,965000,965000,1386,,11/8/24,10/29/24
73305587,10/23/24,,1563 Andover St U:6,3,,,550000,589000,629000,1320,,12/10/24,11/27/24
73305582,10/23/24,,17 Bayberry Dr U:1,2,,,320000,328900,328900,874,,11/5/24,11/5/24
73305581,10/23/24,,231 Everett Street U:1,2,,,717500,735000,735000,1154,,11/22/24,11/22/24
73305579,10/23/24,,199 Wollaston Ave,3,,Arlington High,1050000,1050000,1050000,2450,,11/5/24,11/5/24
73305578,10/23/24,,201 Farm Street,3,,Millis MS,399900,399900,399900,1022,,11/8/24,10/26/24
73305573,10/23/24,,130 Doyle Rd,2,,,326000,350000,379900,1287,,11/12/24,11/12/24
73305572,10/23/24,,49 Main St U:D,2,,,260000,275000,275000,814,,11/12/24,11/12/24
73305571,10/23/24,,6 Dante Ave U:6,2,,,616537,624000,624000,2360,,12/6/24,11/23/24
73305569,10/23/24,2,164 Conant St,5,,,900000,897721.75,897721.75,3006,,11/7/24,11/7/24
73305567,10/23/24,,126 Norwood U:D,4,,NEWTON NORTH,1730000,1729000,1729000,2757,,11/17/24,10/28/24
73305566,10/23/24,,103 Old Harbor St U:202,2,,,611500,620000,620000,829,,11/14/24,11/6/24
73305565,10/23/24,,124 Norwood Ave U:C,4,,NEWTON NORTH,1639000,1629000,1629000,2854,,11/8/24,11/8/24
73305564,10/23/24,,275 Fenno St.,2,,,599900,599900,599900,1669,,11/26/24,11/13/24
73305562,10/23/24,,1503 S Branch Pkwy,3,,,297500,280000,280000,1364,,10/29/24,10/29/24
73305561,11/13/24,,160 Gratuity,4,,GrotonDunstable,687000,650000,650000,2604,,1/27/25,1/27/25
73305558,10/23/24,,198 Cedar St,3,,,780000,749900,749900,2052,,11/12/24,10/28/24
73305557,10/23/24,,48 Ledgewood Dr,3,,DHS,800000,770000,770000,1923,Prep,10/27/24,10/27/24
73305556,10/23/24,,66 Katherine Dr,3,,,620000,599000,599000,1678,,10/28/24,10/28/24
73305554,10/23/24,,781 Colrain Road,3,,,490000,495000,495000,2241,,11/29/24,11/12/24
73305553,10/23/24,,4 Geraldine Road,3,,Framingham HS,640000,589900,589900,1364,,10/29/24,10/29/24
73305550,10/23/24,,28 Fieldstone Lane,4,,BMHS/Shawsheen,1351000,1350000,1350000,3316,Sumner Farms,11/6/24,10/27/24
73305546,10/23/24,,236 W Canton St U:4,2,,,1180000,1149000,1149000,840,,11/7/24,10/27/24
73305545,10/23/24,,12 Cox Ct U:5,2,,,450000,450000,474900,1015,,12/30/24,12/30/24
73305544,10/23/24,,65 Gloria Ave,3,,DHS,450000,429900,429900,1136,,11/11/24,10/29/24
73305542,10/23/24,,11 Potter Rd,4,,Douglas,682500,689900,689900,2561,,10/30/24,10/30/24
73305539,10/23/24,,117 Yeoman Ave,3,,Westfield High,325000,299000,299000,1384,,11/6/24,10/25/24
73305538,10/23/24,,34 Pearl Street U:1,3,,,1549000,1549000,1549000,1812,,10/29/24,10/26/24
73305536,10/23/24,,50 Commonwealth Ave U:905,1,,,1290000,1325000,1325000,860,,12/2/24,12/2/24
73305529,10/23/24,,165 W River St,3,,,555000,555000,555000,1680,,11/15/24,11/7/24
73305528,10/23/24,,221 Lowell St U:1,4,,Andover High,650000,650000,650000,1905,,1/3/25,1/3/25
73305525,10/23/24,,100 Gotham Hill Dr,4,,,680000,699900,699900,1494,,12/23/24,12/9/24
73305522,10/23/24,,11-D Aldersey St U:D,3,,,1162500,1194900,1194900,1246,,1/29/25,1/13/25
73305520,10/23/24,,2 Judd Ln,4,,Hampshire Reg,470000,469900,469900,1760,,12/2/24,11/16/24
73305518,10/23/24,,1731 Beacon Street U:412,1,,,650000,650000,650000,925,,11/29/24,11/16/24
73305516,10/23/24,,1251 Pawtucket Blvd. U:1,2,,,335000,335000,335000,903,,11/13/24,10/31/24
73305515,10/23/24,,11 Alfred Rd,3,,Saugus Public,630000,649900,649900,1658,,11/21/24,11/21/24
73305514,10/31/24,,26 Winter St,3,,,610000,629900,629900,1308,,11/29/24,11/15/24
73305512,10/23/24,,201 Stone School Road,3,,Sutton High,580000,519900,519900,1236,,11/12/24,10/30/24
73305507,10/23/24,,193 Concord Ave U:6,1,,,530000,549000,549000,537,,11/5/24,11/1/24
73305503,10/23/24,,48 Greenhalgh Dr,4,,,629000,629000,629000,2502,,11/17/24,10/31/24
73305500,10/21/24,,53 Prince Hinckley Rd,3,,,565000,579000,579000,1436,,12/6/24,12/6/24
73305499,10/23/24,,372 N Wheaton Ave,4,,,521500,500000,539000,1679,,1/7/25,1/7/25
73305497,10/23/24,,247 Chestnut Hill Ave U:32,1,,,410000,410000,410000,559,,11/4/24,11/4/24
73305496,11/11/24,,31 Plainfield St,3,,,566000,549900,549900,1800,,11/21/24,11/21/24
73305495,10/23/24,,822 Maple Brook Rd U:822,2,,Bellingham H.S.,381050,369000,369000,1284,,11/1/24,10/28/24
73305493,10/23/24,2,20 Almont St,6,,,620000,599000,599000,3016,,11/10/24,10/28/24
73305489,10/23/24,,70 Liberty  Ave,2,,,490000,449900,449900,1196,,10/30/24,10/30/24
73305486,10/23/24,,145 Essex Ave U:415,2,,Gloucester,320000,324900,324900,714,,12/13/24,11/30/24
73305485,10/23/24,2,474 Washington Ave,5,,Revere,1000000,1049000,1099000,2250,,11/26/24,11/12/24
73305484,10/23/24,,89 Seminole Ave,3,,Weymouth,600000,599900,599900,1683,Idlewell,11/12/24,10/28/24
73305482,10/23/24,,150 Lynnway U:405,2,,,308000,299900,299900,1000,,11/7/24,10/27/24
73305481,10/23/24,,10 Fieldstone Lane,3,,ORRSH,629500,625000,625000,2449,Sippican Woods,11/10/24,11/1/24
73305479,10/23/24,,430 Stuart U:1508,0,,,1679000,1679000,1679000,603,,10/27/24,10/27/24
73305478,10/23/24,,19 Harwich Road,4,,Brockton HS,550000,549900,549900,1764,,11/10/24,10/28/24
73305477,10/23/24,,305 Court St,5,,Brockton High,530000,550000,575000,2084,,12/13/24,12/5/24
73305476,10/23/24,,20 Janet Ave,4,,Tewksbury High,740000,675000,675000,1900,,10/29/24,10/29/24
73305474,9/20/24,,5 Bayberry Avenue,4,,,2327000,1829000,1829000,2758,,10/4/24,10/4/24
73305473,10/23/24,,2 Webster St,4,,,625000,575000,575000,1479,,11/13/24,11/7/24
73305472,10/23/24,,3 Bristol Ave,2,,Clinton High,360000,325000,325000,845,,11/12/24,10/29/24
73305470,10/23/24,3,52-54 N St,9,,,3330000,2600000,2600000,5460,,11/19/24,11/4/24
73305468,10/23/24,,126 Norwood U:D,4,,NEWTON NORTH,1730000,1729000,1729000,2757,,11/17/24,10/28/24
73305464,10/23/24,,124 Norwood Ave U:C,4,,NEWTON NORTH,1639000,1629000,1629000,2854,,11/8/24,11/8/24
73305461,10/23/24,,19 Warren St,3,,Winchester,1755000,1699000,1699000,2886,Winchester Flats,10/30/24,10/30/24
73305459,10/23/24,,484 Main St,4,,,2695000,2695000,2795000,3310,Vineyard Haven/West Chop,11/6/24,11/6/24
73305458,10/23/24,,9 Comstock Dr,4,,Shrewsbury HS,980000,925000,925000,3092,,10/29/24,10/29/24
73305453,10/23/24,,9 White Ter,2,,,399000,399900,399900,927,,11/14/24,10/31/24
73305450,10/25/24,,104 Page Road,3,,,650900,649900,649900,1512,,11/6/24,10/30/24
73305448,10/23/24,,8 Elm St,2,,Reading Memoria,579000,589000,599000,858,,11/16/24,11/6/24
73305447,10/23/24,2,74 Stetson St,3,,,650000,600000,600000,2150,,11/13/24,10/29/24
73305444,10/23/24,,69 Silver St,3,,,487000,425000,425000,1320,,10/30/24,10/26/24
73305443,10/23/24,2,250-252 Mechanic St,6,,,890000,799900,799900,2583,,10/29/24,10/29/24
73305441,10/23/24,,53 Myrtle U:53,2,,,632500,639900,639900,916,,11/26/24,11/26/24
73305439,10/23/24,,36 Race,3,,,550000,525000,525000,1965,,11/11/24,10/28/24
73305438,10/23/24,,1241-1251 Adams St U:PM306,2,,,670000,699000,699000,1082,,11/11/24,10/30/24
73305436,10/23/24,,11 Bald Rock Road,4,,WHS,975000,975000,975000,1730,Daymon Farms,11/11/24,10/29/24
73305431,10/23/24,,14 1/2 Noble Ave,3,,,390000,369900,369900,1764,,11/12/24,10/29/24
73305423,10/23/24,,24 William Ave,5,,Haverhill,727000,700000,899900,3992,,1/17/25,1/7/25
73305421,10/23/24,,211 Silver St,3,,HHS,590000,569900,569900,2068,,11/10/24,10/27/24
73305420,10/23/24,,17 Healey Street U:101,1,,,685000,685000,685000,700,,11/4/24,11/4/24
73305419,10/23/24,,5 Christopher Street St U:5,2,,,725000,749900,749900,2237,,10/30/24,10/30/24
73305418,10/23/24,,813 Summer Street,4,,LHS,935000,949900,949900,3326,,11/24/24,11/18/24
73305417,10/23/24,,1 Chatham Rd,4,,South,2100000,1890000,1890000,2954,,11/7/24,10/28/24
73305416,10/23/24,,29 Sleigh Rd,4,,CHS,700000,649900,649900,1856,,11/12/24,10/29/24
73305415,10/23/24,,166 Halfway Pond Rd,3,,South High,660000,659999,679999,2374,,11/26/24,11/14/24
73305414,10/23/24,,46 Evergreen Road U:309,2,,NHS,229000,229000,229000,1080,,11/13/24,10/30/24
73305413,10/23/24,,31 Lasell St,3,,West Roxbury HS,815000,749000,749000,1334,Brook Farm,11/7/24,10/28/24
73305412,10/23/24,,285 Lynn Shore Dr U:502,1,,Fecteau-Leary,215000,220000,220000,764,,12/25/24,12/11/24
73305410,10/23/24,,19 Washington St U:9,2,,,338000,345000,345000,1084,,11/21/24,11/21/24
73305407,10/23/24,,4 Sherwood Avenue,4,,FHS,720000,679900,679900,2184,,11/4/24,10/27/24
73305406,10/23/24,,279 Prospect Hill St,4,,,670000,649900,649900,2552,,11/11/24,10/29/24
73305403,10/23/24,,1535 Greenville Rd,3,,,610000,610000,610000,2708,,11/14/24,10/31/24
73305400,10/23/24,,180 Chickering Rd U:109C,2,,,375000,350000,350000,781,,10/29/24,10/29/24
73305399,10/23/24,,244 North Street,4,,,755000,750000,750000,2426,,11/16/24,11/2/24
73305397,10/23/24,,84 Lake Shore Dr,4,,,355000,379900,385000,704,Jenkins Pond,11/20/24,11/7/24
73305396,10/23/24,,36 Everett St,4,,,815000,799900,799900,2224,,11/10/24,10/27/24
73305390,10/23/24,,1032 Washington St,6,,CHS,1200000,1295000,1295000,4570,,11/19/24,11/10/24
73305389,10/23/24,,131 Coolidge U:626,2,,,580000,525000,525000,1340,,11/11/24,10/25/24
73305388,10/23/24,,60 Babcock St U:43,1,,,680000,699000,699000,768,,12/11/24,12/6/24
73305386,10/23/24,,30 Kilsyth Rd U:3,1,,,450000,450000,475000,554,,11/11/24,11/11/24
73305385,10/23/24,,1012 Pleasant St U:32,2,,Weymouth,439000,439000,439000,1780,,11/12/24,10/28/24
73305384,10/23/24,,242 Upper Road,3,,Frontier Reg.,385000,429000,449000,1436,,12/13/24,12/13/24
73305383,10/23/24,,319 A Street U:504,0,,,590000,619000,635000,530,,2/7/25,1/28/25
73305379,10/23/24,,493 Miller Street,3,,,290000,289900,289900,1360,,11/9/24,10/26/24
73305378,10/23/24,,90 Hale St,3,,,831000,790000,790000,1860,Beverly Cove,11/3/24,10/28/24
73305377,10/23/24,,12 Woodland St U:15,1,,,270000,264900,264900,522,,11/11/24,10/28/24
73305375,10/23/24,,146 Herrick Rd,3,,MASCONOMET,920000,815000,815000,2337,,10/30/24,10/30/24
73305372,10/23/24,,58 Brockton Ave,4,,Scituate HS,735000,699000,699000,1587,Sand Hills,11/2/24,10/26/24
73305371,10/23/24,,107 Summersea Rd,3,,,2295000,2350000,2350000,3486,,11/13/24,10/30/24
73305368,10/23/24,,710 Furnace Brook Pkwy,3,,N. Quincy,893000,810000,810000,2165,,11/7/24,10/29/24
73305367,10/23/24,,36 Glen Forest Drive,4,,Masconoment HS,745000,745000,745000,1714,,10/28/24,10/28/24
73305365,10/23/24,,8 Ellingwood Cir,4,,,1200000,1250000,1250000,3800,,11/18/24,11/18/24
73305364,10/23/24,,27 Westernview St,4,,,255000,225000,225000,2547,,11/11/24,10/29/24
73305362,10/23/24,,19 Monska Dr,3,,,330000,339900,339900,960,The Plains,11/18/24,11/2/24
73305358,10/23/24,,117 Hoyt Avenue,3,,Lowell High,530000,499900,499900,1632,Lowell Massachusetts,11/13/24,10/29/24
73305356,10/23/24,,67-69 Charles St (Aub) U:67,2,,South,930000,949000,949000,2275,,11/3/24,11/3/24
73305355,10/23/24,,35 Blackberry Fields Rd,3,,Dracut High,750000,750000,750000,2210,,11/9/24,11/9/24
73305352,10/23/24,,49 River Street,4,,PNHS,1282900,1269900,1269900,3178,Chiltonville,11/10/24,10/27/24
73305351,10/23/24,,30 Mill St,4,,,895000,889000,889000,3170,,10/26/24,10/26/24
73305350,10/23/24,,4 HILLSIDE AVENUE,3,,,440000,424900,424900,1252,,11/1/24,11/1/24
73305348,10/23/24,,43 Moody St,3,,Triton,900000,920000,920000,2352,,11/4/24,10/27/24
73305346,8/31/24,,9 S Highland Road,5,,,1075000,1199000,1299000,2216,,11/26/24,11/26/24
73305345,10/23/24,,31 Sherwood Ter,3,,,309500,289000,299000,1344,,12/16/24,12/16/24
73305344,10/23/24,2,34 Plymouth Street,4,,,675000,699900,699900,2796,,10/31/24,10/31/24
73305343,10/23/24,,34 Maple St,4,,,830000,819900,819900,2800,,10/27/24,10/27/24
73305342,10/23/24,,14 Edward St U:1,2,,,760000,760000,799999,1126,,12/9/24,12/9/24
73305341,10/23/24,,5 King John Dr,4,,,833000,825000,825000,2064,,11/10/24,10/28/24
73305340,10/23/24,,11 Quabbin Path,4,,,790000,795000,795000,4151,,11/19/24,11/5/24
73305336,10/23/24,,241 West Main Street,4,,,545000,550000,565000,2056,,12/9/24,11/26/24
73305335,10/23/24,,33 Lexington Ave U:5,3,,,1950000,1785000,1785000,2013,,10/31/24,10/26/24
73305334,10/23/24,,16 Sheffield Road,4,,Melrose High,1120000,879900,879900,2054,Bellevue Country Club,10/25/24,10/25/24
73305332,10/23/24,,30 Foss Rd,3,,Gardner,360000,355000,355000,1369,,11/4/24,10/27/24
73305330,10/23/24,,85 Lake Avenue North,3,,,425000,425000,425000,2709,,10/28/24,10/28/24
73305326,10/23/24,,134 Shore Dr W,6,,,8750000,8995000,8995000,4569,,10/23/24,10/23/24
73305323,10/23/24,,82 Mountain St,2,,,430000,424900,424900,1344,,11/12/24,10/29/24
73305322,10/23/24,,183 Burnt Swamp Rd,3,,,699900,699900,699900,2465,,11/4/24,11/4/24
73305321,10/23/24,,467 Paine Rd,3,,,740000,729900,729900,1632,,11/13/24,10/31/24
73305320,10/23/24,,123 Edgehill Rd,3,,Norwood High,770000,749900,749900,2087,,10/24/24,10/24/24
73305318,10/30/24,,3 Prince Circle,4,,Shepherd Hill,620000,599900,599900,2195,Pierpont Estates,11/5/24,11/5/24
73305312,10/23/24,,473 High Street,3,,,600000,629900,629900,1670,,11/28/24,11/11/24
73305311,10/23/24,,18 Middlesex Rd,4,,Tyngsboro High,470000,499900,499900,1424,,10/29/24,10/29/24
73305309,10/23/24,,23 Allen St,4,,Lexington High,1348000,1348000,1348000,2350,,1/3/25,10/28/24
73305308,10/23/24,,5 Pearson Dr,4,,Triton,875000,859000,859000,2979,Byfield,11/4/24,10/28/24
73305307,10/23/24,,46 Stone Street,2,,Beverly,625000,599000,599000,1140,,11/10/24,10/28/24
73305305,10/23/24,,43-51 Albion St U:AA,1,,Melrose High,235000,269000,269000,548,,11/12/24,11/2/24
73305304,10/23/24,,148 Palomino Dr,4,,N.A High,1215000,1199900,1199900,4445,Forest View Estates,11/9/24,11/9/24
73305303,10/23/24,2,504 Quincy Street,6,,,675000,659000,659000,3248,,11/22/24,11/8/24
73305302,10/23/24,2,11-13 Fairview Ave,5,,,953000,929000,929000,2930,,11/5/24,10/29/24
73305301,10/23/24,,56 Ruggles Street,3,,Franklin High,480000,485000,499900,1230,,11/25/24,11/12/24
73305300,10/23/24,,14 Walker Road U:7,1,,,262000,269000,269000,632,,12/24/24,12/24/24
73305298,10/23/24,,6 Clover Cir,4,,,880000,925000,925000,3324,,12/21/24,12/12/24
73305297,10/23/24,,565 Greendale Avenue,6,,Needham HS,2400000,2395000,2495000,5097,,2/12/25,2/4/25
73305293,10/23/24,,39 Old Farley Road,1,,Mahar or FCTS,299000,299000,299000,1528,,11/11/24,10/27/24
73305292,10/23/24,,546 Great Elm Way U:546,3,,ABRHS,515000,505000,505000,1594,,11/7/24,10/29/24
73305291,10/23/24,,115 Mount Hope Street,4,,BFHS/NAHS,705000,775000,775000,2551,,12/6/24,11/27/24
73305290,10/23/24,,31 Elizabeth Street U:305,2,,North High,255000,268900,268900,1333,,1/8/25,12/31/24
73305289,10/23/24,,83 Davis Street,3,,Gfld or FCTS,303000,319000,319000,1522,,12/15/24,12/1/24
73305288,10/23/24,,213 River Street,3,,Palmer,317500,317500,317500,1392,,11/8/24,10/26/24
73305284,10/23/24,,71 Old Washington St,3,,,410000,399000,399000,952,,11/5/24,10/29/24
